언어표현,분류,유형,품사,의미,예문,비고
누깔,속어,일반부위,명사,= 눈깔.,곡식섬에 효주해 둔 것이 보이는 누깔이 갱미에 모래 섞이고 허섭쓰레기 섞인 것은 왜 보지 못하누.,
누시깔,속어,일반부위,명사,= 눈깔.,시퍼런 누시깔 번뜩이든 것을 보제,
눈구녁,속어,일반부위,명사,= 눈구멍.,고향도 뿌리도 없는 호로개쌍놈의 눈구녁에는 아무것도 안뵈여!,
눈구녕,속어,일반부위,명사,= 눈구멍.,"그녀의 어머니인 큰무당 달순이는 그녀의 그러한 눈길을 발견하기만 하면, ""저 눈구녕!""하고 퉁명스럽게 꾸짖곤 했다.",
눈구먹,속어,일반부위,명사,= 눈구멍.,그 자식덜이 눈구먹에다 만리경을 대고 있었을 것이여.,
눈구멍,속어,일반부위,명사,"(낮잡아) 눈. '=  눈구녁, 눈구녕, 눈구먹,",육군 상병 눈구명에는 청년단장이 개좆으로 뵈는 겨!,
눈까리,속어,일반부위,명사,= 눈깔.,피난중에 먹들 못해서 피골이 상접한 걸 니도 눈까리가 있으면 보면 알제.,
눈깔,속어,일반부위,명사,"(낮추어) 눈. '=  누깔, 누시깔, 눈까리, 뉘휘깔.",아마 조년의 악심은 조 눈깔과 목소리에 다 들었는 것이야. ,
눈깔물,비어,구체물,명사,(낮추어) 눈물,이년이 눈깔물을 찔찔 짜면서 방정을 떠는데 무어라구 이야기할 수도 없더라. ,
눈깔질,비어,행동,명사,(낮잡아) 눈을 흘겨보는 짓,저렇게들 눈깔질들만 흘끔흘끔 지랄들이까잉,
눈꼴,속어,일반부위,명사,(낮잡아) 눈이나 그 생김새.,그는 눈꼴이 슬그러미 돌아간다.,
눈꽁댕이,속어,일반부위,명사,(낮추어) 눈초리,다시 양미간을 팽팽하게 좁혀 눈꽁댕이와 눈썹들을 세웠다. ,
눈두뎅이,속어,일반부위,명사,(속되게) 눈두덩,눈두뎅이가 주먹만해여.,
눈딱지,속어,일반부위,명사,(낮추어) 눈이나 눈매,별말 없이 무중 눈딱지를 발칵 까뒤집는 바람에 여순은 또 한 번 깜짝 놀랐다. ,
눈뜬장님,비어,지력,명사,(조롱하여) 눈으로 보고도 모르는 무식한 사람.,,
눈먹때,비어,장애,명사,(속되게) 장님,,빈도확인
눈먼쟁이,비어,장애,명사,(홀하게) 장님,이 눈먼쟁이 아주 걸작이에요.,
눈알맹이,속어,일반부위,명사,(낮추어) 눈알,톡 볼거진 눈알맹이 하며 모질디모질게 생긴 위인이 말참견을 하며 금성을 바라본다.,
눈탱이,속어,일반부위,명사,(속되게) 눈두덩 '= 눈팅이,"어머나 미친년, 이 눈탱이 좀 봐. 시퍼래 기지고는, 얼른 지우지 못해?",
눈퉁,속어,일반부위,명사,(낮추어) 눈,사팔이가 찌그러진 눈퉁을 해 가지고 어슬렁어슬렁 걸어온다. ,
눈팅이,속어,일반부위,명사,= 눈탱이,크고 작은 괴기들이 눈팅이가 깨지고 배창시가 터져 가꼬 갯바구 근처 바다에 흐옇게 떠 있드랑게요.,
능구리,비어,태도,명사,= 능구렁이,그게 그래 뵈어도 여간 능구리가 아닙니다. ,
뉘휘깔,속어,일반부위,명사,= 눈깔,"난데없는 나팔 소리에 어리둥절 절구통의 뉘휘깔이 주발통만해지는데, 이게 왠일이냐.",
느그멈할,욕설,감탄,명사,"'네 어멈과 성교할'이라는 뜻으로, 욕으로 하는 말.","느그멈할(헐) 자식아, 방울재가 네깐 놈 좋아라고 물에 잠긴 줄 알어?",
느리광이,비어,언행,명사,(얕잡아) 행동이 느린 사람,,
늙다리,비어,연령,명사,"(속되게) 늙은 사람 '=  늙쇠, 늙으데기, 늙은것, 늙은탱이, 늙쟁이.",늙다리가 되어서는 자기 편에서 차마 결혼을 승낙 못 할 것 같다는 것이다.,
늙쇠,비어,연령,명사,= 늙은 사람,"자네는 나처럼 늙쇠(쇄)도 아니고 행상꾼도 아니잖나, 이 사람아.",
늙어빠지다,비어,묘사,형용사,(비속하게) 매우 늙다,,
늙으데기,비어,연령,명사,= 늙다리,,
늙은것,비어,연령,명사,= 늙다리,네 애비가 살아 있었으면 이 늙은것두 오죽이나 편하겠니,
늙은이,비어,연령,명사,(홀하게) 늙은 사람,,
늙은탱이,비어,연령,명사,= 늙다리,늙은탱이는 혀 굳은 소리를 뻑뻑 짜내느라 애를 쓰기 시작하고 있었다.,
늙쟁이,비어,연령,명사,= 늙다리,그딴 소리 하질 말어. 늙쟁이 마누라 과부 만들고 싶어서 그래?,
능구렁이,맥락,,명사,(욕으로) 성질이 음흉한 사람 '=  능구리.,이 능구렁이 같은 작자가?,
니기,욕설,감탄,감탄사,'네기'의 큰말.,,
니기랄,욕설,감탄,감탄사,'네기랄'의 큰말.,"니기랄(럴), 요 말을 혀야 쓸랑가?",
니기미,욕설,감탄,감탄사,매우 못마땅할 때 욕으로 하는 말 '=  닝기미,"미기미, 하지만 가끔 배고프고 추울 때 구걸할 생각은 꿀떡같이 떠오르데요.",
니기미랄,욕설,감탄,감탄사,'니기미'를 강조하는 말,"니기미랄, 손가락 세 개 값이란 말예요.",
니기미씨팔,욕설,감탄,감탄사,= 니미씨팔,"니기미씨팔, 이 집 신세도 다 졌소.",
니기미좆도,욕설,감탄,감탄사,'니기미'를 강조하는 말,"니기미좆도, 우리도 밥 안묵었어.",
니기미할,욕설,감탄,감탄사,몹씨 못마땅한 대상을 욕으로 하는 말.,"니기미할(헐) 것, 고것들을 싹 죽이지 못허고 몽둥이찜질만 허잔께 영 간에 안차 못살겄네.",
니까짓,욕설,지위,관형사,"'너 정도의'라는 뜻으로, 하찮은 대상을 얕잡아 하는 말.",방금 니까짓 게라고 했어요? 당신 정말 말 다했어요.,
니깟년,욕설,지위,명사,'네깟년'의 큰말.,집도 절도 없이 떠돌아다닌 니깟(깐)년한테 이런 대접을 받게 되다이.,
니깟놈,욕설,지위,명사,'네깟놈'의 큰말.,니깟(깐)놈이 이름이라도 좀 팔리면 서울 바닥이 온통 니네 안방 되겠지.,
니나노,맥락,,명사,(속되게) 술집 따위에서 젖가락 장단을 치면서 노래를 부르는 일 또는 그러한 사람 / (속되게) 대중인기가요,선불을 쓰고는 갚지 못하여 니나노로 술상에 나가 앉게 되었다 / 라디오에서 니나노가 흘러 나오면 잃어저린 지 오래인 동심이 불현듯 되살아나곤 한다.,
니년,욕설,지위,대명사,'네년'의 큰말.,,
니노지,비어,성적부위,명사,(에둘러) 여성의 성기 (二の字）/ (에둘러) 여자,"저 녀석도 혹시 개의 니노지에서 생겨난 자식이 아닐지 몰라 / 부두에는 이거 뭐, 니노지가 장바닥에 쓰레기들처럼 널렸더라, 널렸어.",빈도확인
니놈,욕설,지위,대명사,'네놈'의 큰말,,
니미1,욕설,감탄,명사,'네미'의 큰말,"에이 망할 집구석, 불을 확 싸지르든지…니미.",
니미2,욕설,지위,명사,(낮추어) 네 어머니,"니미는 늬 애비 만난 뒤루 돈 안부 끊겨서, 오백원짜리에 시염이 났는지, 천 원짜리가 망건을 썼는지, 질바닥에 흘른 것두 못 알어봐서 못 줏는단다.",
니미랄,욕설,감탄,감탄사,네미랄'의 큰말 '= 니밀할,"이런 니미랄, 나를 뭘루 보는거야.",
니미씨팔,욕설,감탄,감탄사,"네 어미와 씹할'이라는 뜻으로, 못마땅할 때 저주로 하는 말. '=  니기미씨팔","니미씨팔 사람 찡겼잖아, 보고 좀 내려",
니밀할,욕설,감탄,감탄사,= 니미랄.,"니밀할(헐), 재미없어서 어디 농사일 허겠수?",
니이미,욕설,감탄,감탄사,니미'을 강조하는 말,"니이미, 오늘 외박이다아!",
니주가리,욕설,외모,명사,(욕으로) 못난 여자,,
닌장,욕설,감탄,감탄사,'넨장'의 큰말,,
닌장맞을,욕설,감탄,감탄사,'넨장맞을'의 큰말,닌장맞을 폐일언은 머시고 질게 새살까는 것은 또 머시여.,
닌장할,욕설,감탄,감탄사,'넨장할'의 큰말,"닌장을 할(헐), 난 또 무신 소리라고.",
닝기미,욕설,감탄,감탄사,= 니기미,"닝기미, 좆도, 웃기지도 않는말, 귀신 씻나락 까묵는 소릴랑 쪼개 접어 넣음 쓰겠소!",
다구리,속어,행동,명사,(불량배들이)몰매/(불량배들이) 싸움/(불량배들이) 탄로,"5.16직후에 '나는 깡패입니다'라고 앞가슴에 써 붙이고 시내를 행진한 뒤에 다구리로 얻어켰던 다음에 구속되었던 그 깡패들 속에 허명두 씨가 끼여 있었다.<박태순, 독가촌 풍경, 1977>",
다리모갱이,속어,일반부위,명사,= 다리몽뎅이,"""염려 놓으십쇼. 다리모갱이를 작씬 분질러 놓겠으니께유."" <문순태: 징소리 1978>",
다리목쟁이,속어,일반부위,명사,= 다리몽뎅이,"""이번에 기어들면 이놈의 다리목쟁이를 아주 분질러 놀 테여. 이놈이 다리목쟁이가 성해서 dolq 말  안 듣구 싸돌아 댕기는 거니까 이놈의 다리목쟁이를 아주 못쓰게 맨드러 놔야 해."" <유재용: 마흔 살에 얻은 행복 1972)",
다리몽갱이,속어,일반부위,명사,= 다리몽뎅이,"""내 딸년 같으면 다리몽갱이를…"" <황석영, 돼지꿈, 1973>",
다리몽다리,속어,일반부위,명사,= 다리몽뎅이,"또다시 주둥아릴 놀리면 골통을 바서 놓든지 다리몽다리를 꺾어 놓든지 할 테니 그런 줄 알거라. <유재용: 마흔 살에 얻은 행복, 1972>",
다리몽댕이,속어,일반부위,명사,= 다리몽뎅이,"전에 제가 똥개 한 마리를 치어 다리몽댕이를 분질러 놓았는데 파출소에서 20분 만에 풀려 나왔습니다. <김원우, 무기질 청년, 1980>",
다리몽뎅이,속어,일반부위,명사,(낮추어) 다리. ,"가다가 뒤져 뿌러라. 가다가 허방 디뎌 다리몽뎅이 뿐질러져 뒤지든지, 천벌 받아 급살얼 맞어 뒤지든지, 팍 두져 뿌러라. <조정래, 태백산맥2, 1986>/네놈이 애가 둘이나 딸린 과부한테 총각 장가를 들 거냐 어쩔 거냐. 당장 관계를 안 끊으면 다리몽뎅이가 분질러질 줄 알아라!<김원일, 마당 깊은 집, 1988>",
다리뼉다구,속어,일반부위,명사,= 다리몽뎅이,"""봐라 봐! 이 더러운 놈들아, 내가 돈이 없나, 다리뼉다구를 꺾어 놓을 놈들 같으니."" 하고 치삼의 주워 w는 돈을 받아, ""이 원수엣 돈! 이 육시를 할 돈!"" 하면서 풀매질을 친다.현진건, 운수 좋은 날, 1924>",
다마,속어,일반부위,명사,(속되게)당구/(속되게)머리,,
다찌꾼,비어,직업,명사,(불량배들이) 남의 뒤를 봐주며 대가를 받는 사람.,"동대문 시장 주변을 돌면서 꼬마 걸꾼들이 못 오도록 막아 주며 장사꾼들에게 얻어먹는 다찌꾼들~<황석영, 어둠의 자식들, 1980>",
달기새끼,맥락,,명사,(낮추어) 닭.,"아니 그래, 가난하고 답답한 사람들의 바램을 들어주는 어메스러운 메라는 게, 그게 다른 것이라면 몰라도 달기새끼가 그렇게 단침이 나더란 말이냐.<백기완, 장산곶매 이야기1, 1993>",
닭대가리,맥락,,명사,(욕으로) 머리가 나쁜 사람. ,,
담배질,비어,행동,명사,(낮잡아) 담배를 피우는 짓.,"""방도 못 얻어 주겠다. 배반도 자기 맘대로 해야겠다, 신물나면 그만두겠다, 그럼 난 뭐야."" ""넌 언제부터 담배질이었냐."" ""배반이란 두 글자 알고부터."" (김주영, 외촌장 기행, 1982)",
담순이,욕설,직업,명사,(학생들이) 여자 담임 선생님,,
담탱이,욕설,직업,명사,(학생들이) 담임 선생님,,
답답선,비어,태도,명사,답답한 사람,"그러니께 그런 깬 여편네 있걸랑 읃어 살어. 나는 중국집 근처도 못 가 봐서 짜장면에 된장을 푸는지 꼬치장을 푸는지, 열 번 쥑인대두 모르는 답답선이니께. <이문열, 우리 동네 정씨, 1978>",
답순이,비어,태도,명사,(홀하게) 답답한 여자 ,,
닷곱장님,비어,장애,명사,"반쯤 장님'이라는 뜻으로, 시력이 아주 약한 사람을 놀리어 이르는 말 ",,
당창쟁이,비어,장애,명사,(홀하게) 매독에 걸린 사람,"연주창 앓는 놈 갓끈을 핥아 처묵든지, 당창쟁이 콧구녁에서 마늘씨를 빼묵고 말제, 글안해도 비패런 땅나구 귀 비어 가고 좆 비어 가고 시방 눈썹만 거드려도 똥 나오게 생긴 놈들한테 송별금이 뭔 개뼉다구 몰라진 송별금이여. <송기숙, 자랏골의 비가, 1974>/첨ㅂ터 우리가 소갈머리가 없었어. 언제는 외갓집 콩죽으로 살았더라고 당창쟁이 콧구멍에 마늘씨를 넘보제 복만이한테 기부 소리 했으니.<송기숙, 재수없는 금의환향, 1976>",
대가리,속어,일반부위,명사,(낮추어) 머리/ (낮추어) 우두머리/(불량배들이)성냥개비/(불량배들이) 범인/(낮잡아) 생각하는 힘 ,,
대가리털,속어,지위,명사,(낮잡아) 우두머리,"내가 아쉬워 다먼 멫 푼이라두 개용에 쓰자구 뽕을 심어 논께 대가리털이 고연히 들성날성헤메 팻말해라 뺑끼칠해라 허구 지랄이거던. <이문구, 초부, 1934>",
대갈마치,비어,외모,명사,(놀리어) 이마와 뒤통수가 튀어나온 사람.,,
대갈머리,속어,일반부위,명사,=  대가리,,
대갈빡,속어,일반부위,명사,=  대가리,,
대갈장군,속어,외모,명사,= 대갈쟁이,,
대갈쟁이,비어,외모,명사,(홀하게) 머리가 유난히 큰 사람. '= 대갈장군.,"""아, 요게! 병신이 지랄해요! 대갈쟁이가.."" ""깍쟁이! 도족놈!"" <채만식, 태평천하, 1938>",
대갈통,속어,일반부위,명사,(속되게) 머리,"그 산더미 같은 빨래나 그 육중한 방아를 가지고 진종일 진땀을 빼느니 차라리 우길이와 노는 것이 얼마 재미나는 일인지 알 수 없었다. 그러나 할머니가 그 앞을 막아서서 우물가에 놓였던 방망이로 대갈통을 되게 때려 주었다. (한설야, 탑, 1942) ",
대갈팍,속어,일반부위,명사,=  대가리,"""이놈우 자슥, 하라는 공부는 안 하고."" 벽력 같은 고함소리가 아래층에서 터져 나오면서 종달새의 지저귐은 묻혀 버렸다. ""대갈팍에 피도 안 마른 것이 사… 살림을 차려. 엑키 이놈우 자슥. 열일곱밖에 안 된 것이.""<김향숙, 얼음벽의 풀, 1989>",
대강이,속어,일반부위,명사,=  대가리,"어서 들어옵시사고 여쭈어라. 내가 그년의 입무락 좀 보고 싶다. 왜 아니 들어ㅗ고 무슨 거드름을 그리 피운다더냐? 그렇게 거드름스러운 년은 내가 그년의 대강이를 깨뜨려 놓겠다. <이인직, 귀의성, 1906>",
대갱이,속어,일반부위,명사,=  대가리,"분까라진 담에 그눔을 보면 머 허란 것이여. 여시 겉은 새끼, 지끔 눈 앞에 있어야 그눔 귀싸대기럴 치든지 대갱이럴 줘박든지 혀서 분풀이럴 허제.<조정래, 태백산백3, 1986>, 좆 겉은 눔, 지랄허고 자빠졌네. 대갱이에 피도 안 모른 새끼가 영어줄이나 씨불리는 모냥인디, 지미럴 워디 두고 보자. 언제고 내 손에 걸려들면 뼉다구럴 추려 뿔 것잉께.<조정래, 태백산맥1, 1986>",
대구리,속어,일반부위,명사,=  대가리,,
대굴박,속어,일반부위,명사,=  대가리,"이리 한참 노닐 적에 독수리란 놈이 어디서 윙 하더니 토끼 대굴박을 후닥딱 툭탁~<유성준판 수궁가, 1981), 독수리란 놈이 토끼 대굴박을 소주병 들듯 탁 들고서 훨훨 날아가더니~(유성준판 수궁가, 1981)",
대그빡,속어,일반부위,명사,=  대가리,"""저놈의 해골 대그빡이나 누가 쪼깐 끄집어내려 부러, 다른 날도 아니고 일년 가다가 젤 개끗한 추석날 저것이 무슨 꼴이여?"" ""이 사람아, 미친 개 배때기를 차고 말제 저것을 건드렸다가 또 먼 벼락을 맞을라고 저것을 끄집어내려?""<송기숙, 자랏골의 비가, 1974>",
