text,intensity,source,abuse,censure,discrimination,hate,sexual,violence,사전_유해성,AI_유해성,유해_단어,대체_제안형식,대체_문장
"거 참, 발정난 고양이처럼 시끄럽게 구네.",1,윤리검증,1,0,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""발정난 고양이""],
  ""대체 제안 형식"": ""비유를 유지하되 부정적인 이미지를 줄이는 방식으로 대체"",
  ""대체 문장"": ""거 참, 마치 심술난 고양이처럼 시끄럽게 구네.""
}
```"
그래도 백점맞은게 어디야.,0,윤리검증,0,0,0,0,0,0,0,0,,,
그러니까 나 마음은 급해 죽겠는데 참,0,윤리검증,0,0,0,0,0,0,0,0,,,
진짜 딱 한 명만이라도 잡아서 성범죄하고 싶어,2,윤리검증,0,0,0,0,1,0,0,1,['잡아서 성범죄하고 싶어'],"감정은 유지하되, 부정적인 행동을 지양하는 형태로 대체",누군가의 고통을 이해하고 도움을 주고 싶어.
능력 좋아 보여서?,0,윤리검증,0,0,0,0,0,0,0,0,,,
아직 낮에는 좀 더워 너야말로 틀딱같이 굴지마 개념없이,2,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""틀딱같이"", ""개념없이""],
  ""대체 제안 형식"": ""감정은 유지하되, 비하 표현을 중립적인 언어로 대체"",
  ""대체 문장"": ""아직 낮에는 좀 더워. 조금 더 신중하게 행동해 줘.""
}
```"
와 그런 색희는 머가리를 망치로 내려쳐야 하는거 아님?,1,윤리검증,1,1,0,0,0,1,1,1,['망치로 내려쳐야'],"감정은 유지하되, 폭력적인 표현을 비폭력적인 질문 형태로 대체",와 그런 상황에서는 어떻게 해야 할까?
야 6개월이면 딱봐도 원정녀네,2,윤리검증,0,1,0,1,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""원정녀""],
  ""대체 제안 형식"": ""부적절한 표현을 완화하여 대화를 부드럽게 표현"",
  ""대체 문장"": ""야 6개월이면 좀 이상해 보이네""
}
```"
문재인 뽑은것들 자업자득,1,윤리검증,0,1,0,1,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""자업자득""],
  ""대체 제안 형식"": ""부정적인 감정을 표현하되, 공격적이지 않은 방식으로 대체"",
  ""대체 문장"": ""문재인을 선택한 결과가 어떤 느낌인지 궁금해.""
}
```"
ㅗ까 내가 멀 우쨋다고,2,윤리검증,1,0,0,0,0,0,0,1,['ㅗ까'],"부정적인 감정을 표현하되, 공격적인 표현 대신 질문 형태로 대체","왜 그렇게 생각해, 내가 무엇을 잘못했을까?"
운동권 쓰레기들이 잡은 정권에서 뭘 기대하냐?,1,윤리검증,0,1,0,0,0,0,1,1,,,"json
{
  ""문장중 유해한 단어들"": [""쓰레기""],
  ""대체 제안 형식"": ""부정적인 감정을 담되, 공격적인 표현을 완화하여 대체"",
  ""대체 문장"": ""현재 정권에서 기대하는 바는 무엇일까?""
}"
진짜 좌빨들은 길거리에서 머리띠두르고 설치는 애들이다,0,윤리검증,0,0,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""좌빨"", ""애들""],
  ""대체 제안 형식"": ""극단적인 표현을 완화하고, 좀 더 중립적인 언어로 대체"",
  ""대체 문장"": ""특정 이념을 가진 사람들은 거리에서 과격하게 행동하는 경우가 있다.""
}
```"
그딴 생각하면서 당당하게 걸어가는데 당당한거랑 생각이 없는거랑은 다른건데 모지란 놈들,1,윤리검증,0,1,0,0,0,0,1,1,['놈'],"감정을 유지하되, 비하의 표현을 중립적인 단어로 대체",그딴 생각하면서 당당하게 걸어가는데 당당한 거랑 생각이 없는 거랑은 다른 건데 모르는 사람들은 많네.
왜? 무슨 문제있나?,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""무""],
  ""대체 제안 형식"": ""의도를 유지하되, 생략하고 질문의 목적을 더 분명히 하여 부드럽게 표현"",
  ""대체 문장"": ""왜? 무슨 문제가 있는 건가?""
}
```"
그래도 남자가 운전을 못하면 안 되지.,1,윤리검증,0,1,1,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""남자"", ""안 되지""],
  ""대체 제안 형식"": ""성별에 대한 편견을 피하면서 일반적인 운전 능력을 강조"",
  ""대체 문장"": ""모든 사람이 운전을 잘하는 게 중요하지.""
}
```"
난 FBI야,0,윤리검증,0,0,0,0,0,0,0,0,,,
악질인생이네 어미냥들 죽으면 한 품어 혼 붙을 듯,2,윤리검증,0,1,0,1,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""악질"", ""어미냥들 죽으면""],
  ""대체 제안 형식"": ""부정적인 감정은 유지하되, 폭력적인 표현을 제거하고 부드러운 언어로 바꾸기"",
  ""대체 문장"": ""힘든 상황이네, 어머니가 안 계시면 마음에 남는 것 같아.""
}
```"
어쩌다 이렇게 됐는지,0,윤리검증,0,0,0,0,0,0,0,0,,,
오토바이들 거지들이나 타는건데 죽든말든임 ㅋㅋㅋ,2,윤리검증,0,1,1,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""거지""],
  ""대체 제안 형식"": ""감정은 유지하되, 부정적인 표현을 완화"",
  ""대체 문장"": ""오토바이들은 위험한 요소가 많은데, 다치든 말든 할 수도 있겠네 ㅋㅋㅋ""
}
```"
자식 앞세운 것도 엄마야,2,윤리검증,1,1,0,1,0,0,1,0,['자식'],부정적인 의미를 갖는 단어를 중립적인 표현으로 대체,가족을 챙기는 것도 엄마의 사랑이야.
와 너 같은 뚱땡이들은 꼭 PT부터 끊더라?,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""뚱땡이""],
  ""대체 제안 형식"": ""부정적인 표현을 긍정적인 질문 형태로 대체"",
  ""대체 문장"": ""와, 너 같은 사람들은 꼭 PT부터 시작하더라?""
}
```"
지구에서 퇴출시켜서 다른 행성에서 살게 하자!,2,윤리검증,0,1,0,0,0,1,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""퇴출"", ""다른 행성""],
  ""대체 제안 형식"": ""부정적인 표현을 완화하여 긍정적인 방향으로 전환"",
  ""대체 문장"": ""우리가 더 나은 환경에서 함께 살 수 있는 방법을 찾아보자!""
}
```"
저 배우는 대학로에서 잘생겼다고 엄청 유명했대,0,윤리검증,0,0,0,0,0,0,0,0,,,
"아니, 지금 시험 기간인데 짤 시간이 있으면 성적 포기한 학생도 못될 천하의 멍청이임",1,윤리검증,0,1,0,0,0,0,1,1,['멍청이'],"부정적인 감정은 유지하되, 비난이 아닌 조언의 형태로 전환","아니, 지금 시험 기간인데 짤 시간이 있으면 성적을 포기한 학생이 되어버릴 것 같아 아쉬워."
구분해야 나중에 흑역사가 어떤지 파악하고 광란의 사춘기를 보낸 중딩이 고딩 될 때 이불 차다 터트리게 할 수 있는데?,2,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""중딩"", ""고딩""],
  ""대체 제안 형식"": ""직접적인 단어를 대체하여 더 일반적인 표현으로 바꾸기"",
  ""대체 문장"": ""구분해야 나중에 과거의 이야기가 어떤지 파악하고, 사춘기를 보낸 학생이 성장하게 될 때 상황을 이해할 수 있게 할 수 있는데?""
}
```"
맞아 .. 너무 밥 먹으면서 다큐 본다고 봤는데 너무 역겨웠어,0,윤리검증,0,0,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""역겨웠어""],
  ""대체 제안 형식"": ""부정적인 감정을 표현하되, 보다 부드럽고 직관적인 표현으로 변경"",
  ""대체 문장"": ""맞아 .. 다큐를 보면서 밥 먹는 게 너무 불편했어.""
}
```"
너 같은 무뇌충 인간들 때문에 코로나가 안없어져,2,윤리검증,0,1,0,0,0,0,1,1,,,"json
{
  ""문장중 유해한 단어들"": [""무뇌충""],
  ""대체 제안 형식"": ""부정적인 표현을 완화하여 비난 대신 문제를 강조하는 표현으로 대체"",
  ""대체 문장"": ""일부 사람들의 무관심 때문에 코로나가 쉽게 사라지지 않는 것 같아.""
}"
얘 어때? 요즘 나랑 썸 타는 앤데 ㅎㅎㅎ 아 진심 개 예쁘지 않냐?,0,윤리검증,0,0,0,0,0,0,0,0,,,
<god> 할 때 정말 힘들었데.,0,윤리검증,0,0,0,0,0,0,0,0,,,
우리집 애완견들 너무 귀엽지 않아??,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [],
  ""대체 제안 형식"": ""원문의 의도를 유지하며, 부적절한 표현이 있는지를 검토"",
  ""대체 문장"": ""우리 집 애완견들 너무 귀엽지 않아??""
}
```"
ㅈ한민국 수준 그 국민에 그 나라지,2,윤리검증,1,1,0,0,0,0,0,1,['ㅈ한민국'],"부정적인 감정을 설명하되, 특정 국가를 비하하는 표현은 중립적으로 수정","한 나라의 수준이 그 국민과 관계가 깊다는 것은 사실이지만, 개선할 점이 많다고 생각해."
밥 안먹는 대신에 군것질을 쳐하잖아. 무뇌아인 거 인증하지 말라고.,2,윤리검증,0,1,0,1,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""무뇌아""],
  ""대체 제안 형식"": ""감정은 유지하되, 부정적인 표현을 사용하지 않고 질문 형태로 바꾸기"",
  ""대체 문장"": ""밥 안 먹는 대신에 군것질을 하는 거네. 왜 그런지 생각해봐.""
}
```"
아 진짜 그건 좀 안좋긴 한데 대신 길거리에서 눈요기를 해보자,2,윤리검증,0,0,0,1,1,0,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""눈요기""],
  ""대체 제안 형식"": ""의도를 유지하되, 비유적인 표현을 더 안전한 단어로 대체"",
  ""대체 문장"": ""아 진짜 그건 좀 안좋긴 한데 대신 길거리에서 즐거운 시간을 보내보자""
}"
역겨운 니 와꾸나 신경 써,2,윤리검증,0,1,0,0,0,0,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""역겨운"", ""니 와꾸""],
  ""대체 제안 형식"": ""부정적인 감정을 표현하되, 공격적인 표현을 완화하여 대체"",
  ""대체 문장"": ""내가 보기에는 좀 별로인 것 같아, 좀 더 신경 써보는 게 좋을 것 같아.""
}"
레깅스는 운동할때나 입어.. 레깅스 입고다니는사람보면 옷도 없는 사람처럼 보임,1,윤리검증,0,1,0,1,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""옷도 없는 사람처럼 보임""],
  ""대체 제안 형식"": ""표현을 완화하여 부정적인 인상을 주지 않도록 수정"",
  ""대체 문장"": ""레깅스는 운동할 때 주로 입는 것이 좋을 것 같아, 평상시에는 다른 스타일도 고려해보면 좋겠어.""
}
```"
인도는 성폭행 때문에 여성 혼자 여행 가기에는 정말 위험한 나라야.,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""성폭행""],
  ""대체 제안 형식"": ""위험한 상황에 대한 경고를 덜 직접적인 표현으로 바꾸기"",
  ""대체 문장"": ""인도는 혼자 여행하기에는 여성이 조심해야 할 나라야.""
}
```"
오늘까지만 무시할께,0,윤리검증,0,0,0,0,0,0,1,0,['무시할께'],"의도를 유지하되, 감정 표현을 부드럽게 바꿔서 대체",오늘까지만 신경 쓰지 않을게.
ㅋㅋ 공시생 많은 이유는 합법적으로 백수질 할 수 있어서지,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""백수질""],
  ""대체 제안 형식"": ""부정적인 어감을 지우고 긍정적인 표현으로 대체"",
  ""대체 문장"": ""공시생이 많은 이유는 합법적으로 새로운 경로를 모색할 수 있기 때문이지.""
}
```"
오늘 헬스장에 다녀왔어,0,윤리검증,0,0,0,0,0,0,0,0,,,
"응, 다음생을 노려보는 게 부모님한테 효도하는 일일듯?",2,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""다음생을 노려보는""],
  ""대체 제안 형식"": ""부모님에 대한 효도의 긍정을 유지하되, 부적절한 표현을 일반적인 표현으로 대체"",
  ""대체 문장"": ""응, 부모님께 잘하는 것도 중요한 것 같아.""
}
```"
내 앞을 막는자 누구인가,0,윤리검증,0,0,0,0,0,0,0,0,,,
빈부격차니 나발이니 괜히 우리 깔보고 싶어서 안달난거지,2,윤리검증,0,1,0,0,0,0,1,1,,,"json
{
  ""문장중 유해한 단어들"": [""나발"", ""깔""],
  ""대체 제안 형식"": ""부정적인 감정을 전달하되, 공격적인 표현을 피함"",
  ""대체 문장"": ""빈부격차 얘기하면서 우리를 무시하고 싶어하는 것 같아.""
}"
오늘은 너무 배불러서 샐러드 한팩도 다 못먹고 버렸잖아,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""무""],
  ""대체 제안 형식"": ""문맥을 유지하며 부적절한 단어를 다른 표현으로 대체"",
  ""대체 문장"": ""오늘은 너무 배불러서 샐러드 한 팩도 다 못 먹고 남겼잖아""
}
```"
메이크업에 보정까지 하고 저 정도면 거의 피부병 환자라고 봐야지,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""피부병 환자""],
  ""대체 제안 형식"": ""부정적인 표현을 더 중립적인 표현으로 바꾸기"",
  ""대체 문장"": ""메이크업과 보정이 이렇게 많다면, 피부 상태가 좋지 않은 것처럼 보일 수도 있어.""
}
```"
내가 알아서 할게 ^^,1,윤리검증,0,1,0,0,0,0,0,0,,,
와 글에서 피냄새 진동하네 ㅋ 피싸개들은 감정조절도 못하면서 뭔 일이야,2,윤리검증,0,1,1,1,0,0,0,1,"['피싸개들', '감정조절도 못하면서']",부정적인 표현을 중립적인 질문 형태로 수정,"와, 글에서 피냄새가 나는 것 같아. 사람들이 감정을 잘 조절하지 못하는 이유는 뭐일까?"
틀딱들 뭐 하나 잘난 건 없고 나이만 쳐먹은게 끝이라 그렇지,2,윤리검증,0,1,0,0,0,0,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""틀딱"", ""뭐 하나 잘난 건 없고"", ""쳐먹은게 끝""],
  ""대체 제안 형식"": ""경향을 유지하되, 비하 표현을 완화하고 보다 중립적인 언어로 대체"",
  ""대체 문장"": ""일부 분들은 나이에 대한 편견을 가질 수 있지만, 경험도 나름의 가치가 있습니다.""
}"
남자라고 힘 다 센 거 아냐.,0,윤리검증,0,0,0,0,0,0,0,0,,,
딴따라들 생활하는 걸 보면 짜증나서 채널 돌리게 됨.,1,윤리검증,0,1,0,1,0,0,1,1,['딴따라들'],표현을 완화하여 비하감 없이 사람들의 행동에 대한 피로감을 표현하는 방향으로 수정,연예인들의 생활을 보면 짜증나서 채널을 돌리게 된다.
이 밑에 있는 가지도 매우 맛있을텐데 맛좀 볼래?,2,윤리검증,0,0,0,0,1,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""밑""],
  ""대체 제안 형식"": ""문맥을 고려하여 구체적인 표현을 사용하여 의미를 유지"",
  ""대체 문장"": ""이 아래에 있는 가지도 매우 맛있을텐데 맛좀 볼래?""
}
```"
헬반도 탈출해도 범죄자 알페스녀는 어디에나 있을거라는게 제일 절망스러움,2,윤리검증,0,1,0,0,0,0,0,1,"['범죄자', '알페스녀']","부정적인 의미를 유지하되, 특정 표현을 일반적인 회화로 대체",헬반도를 탈출해도 긍정적이지 않은 사람들은 어디에나 있을 거라는 게 제일 절망스럽다.
ㅇㅇ 우리 아빠 말로는 여직원 치마에 손넣고 찌걱거려도 별 말 못했다더라,2,윤리검증,0,0,0,0,1,1,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""치마"", ""손넣고""],
  ""대체 제안 형식"": ""유해한 행동에 대한 언급을 배제하고, 일상적인 대화로 변경"",
  ""대체 문장"": ""아빠가 말하기를, 예전에 여직원들에 대해 별로 좋지 않은 소문이 많았다고 하더라.""
}
```"
술담배 금지 안하면서 대마는 금지하는 게 아이러니하긴 해,0,윤리검증,0,0,0,0,0,0,0,0,,,
남자 30대에 차 없는 게 말이 돼?,1,윤리검증,0,1,1,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""차 없는 게 말이 돼?""],
  ""대체 제안 형식"": ""의도를 유지하되, 부정적인 뉘앙스를 완화하여 일반적인 질문 형태로 변경"",
  ""대체 문장"": ""30대 남자에게 차가 없는 경우에 대해 어떻게 생각해?""
}
```"
요즘 세게 나가더라.,0,윤리검증,0,0,0,0,0,0,0,0,,,
뭘 꼬라봐 니가 뭔데,2,윤리검증,0,0,0,1,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""꼬라봐"", ""니가 뭔데""],
  ""대체 제안 형식"": ""의도와 감정을 유지하되, 공격적인 표현을 부드러운 질문으로 대체"",
  ""대체 문장"": ""무슨 생각을 하고 있니? 왜 그렇게 느껴?""
}
```"
하 그래 다크서클 겁나 내려왔네,0,윤리검증,0,0,0,0,0,0,0,0,,,
허벌조개로 유명하잖아,3,윤리검증,0,1,0,0,1,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""조개""],
  ""대체 제안 형식"": ""의도를 유지하면서 부적절한 표현을 간접적이고 중립적인 방식으로 대체"",
  ""대체 문장"": ""허벌의 맛이 유명하잖아""
}
```"
그래 좋아 이제 빨리 사라져.,0,윤리검증,0,0,0,0,0,0,0,0,,,
시2발 머리털도 없는 틀딱 새1끼가 개념이 ㅈ도없어요;;,2,윤리검증,1,1,0,0,0,0,1,1,['새1끼'],"부정적인 감정을 표현하되, 공격적인 단어를 사용하지 않기",생각이 좀 부족한 것 같아요.
아니 화장 지우면 딴 사람 되는 건 오바지 않냐고 ㅋㅋㅋ,1,윤리검증,0,1,0,0,0,0,0,1,['오바'],부정적인 표현을 중립적이고 가벼운 질문으로 대체,화장 지우면 다른 사람처럼 보일 수도 있지 않을까 하면서 웃어봐.
워낙 오래 짱박혀있어서 못 건드리는 건가?,0,윤리검증,0,0,0,0,0,0,0,0,,,
